                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    134,                0.75533,                0.94474,                 1.2738,                0.80006,                0.78444,                 0.8454,                0.66839,                0.78254,                0.70572,                 1.4734,               0.008812,               0.008812,               0.008812
                    135,                0.73854,                 0.9344,                 1.2572,                0.80143,                0.79185,                0.84627,                0.66932,                0.78177,                0.70398,                 1.4716,               0.008803,               0.008803,               0.008803
                    136,                0.74632,                0.93666,                 1.2637,                0.80243,                0.79331,                0.84616,                0.66868,                0.78172,                 0.7018,                 1.4719,               0.008794,               0.008794,               0.008794
                    137,                0.75203,                0.93052,                 1.2664,                0.80193,                0.79287,                0.84707,                0.66889,                0.78257,                0.70002,                 1.4728,               0.008785,               0.008785,               0.008785
                    138,                0.74174,                0.92481,                  1.259,                0.80039,                0.79333,                0.84744,                0.66855,                0.78331,                0.69877,                  1.474,               0.008776,               0.008776,               0.008776
                    139,                0.74826,                0.93189,                 1.2629,                 0.8063,                0.78871,                 0.8475,                0.66938,                0.78381,                0.69785,                 1.4746,               0.008767,               0.008767,               0.008767
                    140,                0.74215,                0.92881,                 1.2558,                0.81149,                0.78408,                 0.8482,                0.66991,                0.78396,                0.69763,                 1.4747,               0.008758,               0.008758,               0.008758
                    141,                0.74503,                0.92224,                 1.2605,                0.81173,                0.78479,                0.84826,                 0.6696,                0.78361,                0.69729,                 1.4743,               0.008749,               0.008749,               0.008749
                    142,                 0.7456,                 0.9218,                 1.2603,                0.81118,                0.78433,                0.84835,                0.67075,                0.78327,                 0.6968,                  1.474,                0.00874,                0.00874,                0.00874
                    143,                0.74558,                0.92842,                 1.2586,                0.80776,                0.78801,                0.84813,                0.67131,                 0.7827,                0.69656,                 1.4733,               0.008731,               0.008731,               0.008731
                    144,                0.74535,                 0.9157,                 1.2632,                0.80713,                0.78817,                 0.8479,                0.67149,                0.78182,                0.69763,                 1.4722,               0.008722,               0.008722,               0.008722
                    145,                0.73725,                0.91691,                 1.2555,                 0.8031,                0.78581,                0.84791,                0.67181,                0.78143,                0.69689,                 1.4718,               0.008713,               0.008713,               0.008713
                    146,                0.73981,                0.91662,                 1.2556,                0.80382,                0.78445,                0.84862,                0.67251,                0.78168,                0.69612,                 1.4721,               0.008704,               0.008704,               0.008704
                    147,                0.73731,                0.90481,                 1.2569,                0.79136,                0.80523,                0.84942,                0.67313,                 0.7815,                0.69585,                 1.4717,               0.008695,               0.008695,               0.008695
                    148,                0.74274,                0.92272,                 1.2558,                0.78991,                0.80595,                0.84962,                0.67331,                0.78167,                0.69612,                 1.4719,               0.008686,               0.008686,               0.008686
                    149,                0.74174,                0.90739,                 1.2573,                0.79202,                0.80378,                0.84967,                0.67314,                0.78122,                0.69556,                 1.4715,               0.008677,               0.008677,               0.008677
