                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.72689,                0.88572,                 1.2766,                0.79626,                 0.8255,                0.85604,                 0.6815,                0.77474,                0.67624,                 1.4659,               0.008632,               0.008632,               0.008632
                    155,                0.73088,                0.88276,                 1.2806,                0.80042,                0.82527,                0.85599,                0.68106,                0.77438,                0.67594,                 1.4652,               0.008623,               0.008623,               0.008623
                    156,                0.72631,                0.87971,                  1.278,                0.79915,                0.82836,                0.85631,                0.68106,                0.77436,                0.67543,                 1.4651,               0.008614,               0.008614,               0.008614
                    157,                0.73275,                0.88366,                 1.2817,                0.79785,                0.82837,                0.85596,                0.68105,                0.77433,                0.67498,                  1.465,               0.008605,               0.008605,               0.008605
                    158,                0.73686,                0.89249,                 1.2834,                0.79709,                0.82731,                0.85596,                0.68134,                0.77425,                0.67473,                 1.4651,               0.008596,               0.008596,               0.008596
                    159,                0.72424,                0.87737,                  1.271,                0.79746,                0.82777,                0.85623,                0.68217,                0.77409,                0.67462,                 1.4652,               0.008587,               0.008587,               0.008587
                    160,                0.72775,                0.87527,                 1.2796,                0.79687,                0.83045,                0.85621,                0.68205,                0.77393,                0.67488,                 1.4654,               0.008578,               0.008578,               0.008578
                    161,                 0.7293,                0.88502,                 1.2771,                0.79586,                0.83373,                0.85664,                0.68232,                0.77382,                0.67441,                 1.4653,               0.008569,               0.008569,               0.008569
                    162,                0.72848,                0.88584,                 1.2772,                0.79659,                0.83416,                 0.8568,                0.68246,                0.77361,                0.67379,                 1.4652,                0.00856,                0.00856,                0.00856
                    163,                0.72839,                0.88903,                  1.279,                0.79222,                0.83523,                0.85729,                0.68285,                0.77328,                0.67329,                 1.4648,               0.008551,               0.008551,               0.008551
                    164,                0.72569,                0.87957,                 1.2786,                0.79028,                0.83673,                  0.857,                0.68246,                0.77304,                0.67307,                 1.4646,               0.008542,               0.008542,               0.008542
                    165,                0.72164,                0.87317,                 1.2708,                 0.7929,                0.83404,                0.85692,                0.68301,                0.77267,                0.67267,                 1.4641,               0.008533,               0.008533,               0.008533
                    166,                 0.7283,                0.86751,                 1.2745,                0.79876,                0.82947,                0.85703,                0.68277,                0.77278,                  0.673,                 1.4644,               0.008524,               0.008524,               0.008524
                    167,                0.72249,                0.87651,                 1.2698,                0.79665,                 0.8307,                0.85699,                0.68207,                0.77278,                0.67349,                 1.4646,               0.008515,               0.008515,               0.008515
                    168,                0.72864,                0.87438,                 1.2744,                0.79356,                0.83344,                0.85674,                0.68188,                0.77285,                0.67401,                  1.465,               0.008506,               0.008506,               0.008506
                    169,                0.72875,                0.86808,                 1.2735,                0.79342,                0.83137,                0.85676,                0.68181,                0.77291,                0.67395,                  1.465,               0.008497,               0.008497,               0.008497
                    170,                0.71834,                0.86813,                 1.2687,                0.79604,                0.82886,                0.85734,                0.68238,                0.77295,                0.67409,                 1.4653,               0.008488,               0.008488,               0.008488
                    171,                0.72513,                 0.8776,                 1.2733,                0.79255,                0.83181,                0.85697,                0.68227,                0.77285,                0.67466,                 1.4653,               0.008479,               0.008479,               0.008479
                    172,                0.72378,                 0.8665,                 1.2754,                0.79265,                0.83212,                  0.857,                0.68234,                0.77283,                0.67469,                 1.4653,                0.00847,                0.00847,                0.00847
                    173,                0.72602,                0.86584,                 1.2781,                 0.7937,                0.83229,                0.85695,                0.68227,                0.77277,                0.67444,                 1.4654,               0.008461,               0.008461,               0.008461
                    174,                0.71916,                0.86639,                 1.2694,                0.79024,                0.83569,                0.85685,                0.68216,                0.77274,                0.67427,                 1.4657,               0.008452,               0.008452,               0.008452
                    175,                0.72564,                0.86065,                 1.2744,                0.79203,                0.83504,                0.85699,                0.68231,                0.77263,                0.67454,                 1.4655,               0.008443,               0.008443,               0.008443
