                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    124,                0.74999,                0.93978,                 1.2996,                0.79155,                0.82317,                0.85743,                 0.6831,                0.77241,                0.68314,                 1.4587,               0.008902,               0.008902,               0.008902
                    125,                0.75014,                0.93238,                 1.2962,                0.79809,                0.81874,                0.85785,                0.68334,                0.77281,                0.68163,                 1.4598,               0.008893,               0.008893,               0.008893
                    126,                0.74878,                0.93467,                 1.2945,                0.79902,                0.81548,                0.85711,                0.68282,                0.77312,                0.68341,                 1.4608,               0.008884,               0.008884,               0.008884
                    127,                0.73967,                0.93321,                  1.288,                0.80225,                0.80921,                0.85753,                0.68301,                0.77345,                0.68303,                 1.4615,               0.008875,               0.008875,               0.008875
                    128,                 0.7469,                0.93062,                 1.3037,                0.80121,                0.81379,                0.85765,                0.68295,                0.77353,                0.68177,                 1.4618,               0.008866,               0.008866,               0.008866
                    129,                0.74302,                0.92964,                 1.2936,                0.80297,                0.81252,                0.85646,                0.68171,                0.77277,                0.68085,                 1.4604,               0.008857,               0.008857,               0.008857
                    130,                 0.7458,                0.92599,                 1.2974,                0.80458,                0.81009,                0.85569,                 0.6814,                0.77326,                0.68109,                 1.4608,               0.008848,               0.008848,               0.008848
                    131,                0.74678,                0.93488,                 1.2954,                0.80575,                0.80843,                 0.8545,                0.68037,                 0.7733,                 0.6833,                 1.4615,               0.008839,               0.008839,               0.008839
                    132,                0.73841,                0.91824,                 1.2915,                0.80444,                0.81064,                0.85492,                0.68138,                0.77265,                0.68357,                 1.4609,                0.00883,                0.00883,                0.00883
                    133,                0.74125,                0.92846,                 1.2895,                0.80886,                0.80438,                0.85422,                 0.6805,                0.77251,                0.68439,                 1.4612,               0.008821,               0.008821,               0.008821
                    134,                0.74009,                0.91965,                 1.2915,                0.81268,                0.80483,                0.85401,                0.68011,                0.77302,                0.68419,                 1.4625,               0.008812,               0.008812,               0.008812
                    135,                0.73786,                0.91256,                 1.2878,                0.80774,                0.81014,                0.85358,                0.67982,                0.77281,                0.68314,                 1.4625,               0.008803,               0.008803,               0.008803
                    136,                0.74219,                 0.9208,                 1.2911,                0.80609,                0.80938,                  0.854,                0.68042,                0.77329,                0.68243,                 1.4633,               0.008794,               0.008794,               0.008794
                    137,                0.74069,                 0.9066,                 1.2905,                0.80913,                0.80773,                0.85403,                0.67971,                0.77345,                0.68166,                 1.4639,               0.008785,               0.008785,               0.008785
                    138,                0.73694,                0.90498,                 1.2885,                0.80858,                 0.8091,                0.85423,                0.68027,                0.77423,                0.68057,                 1.4653,               0.008776,               0.008776,               0.008776
                    139,                0.74127,                0.91613,                 1.2908,                0.80355,                0.81316,                0.85489,                0.67986,                0.77477,                0.67989,                 1.4668,               0.008767,               0.008767,               0.008767
                    140,                0.74214,                0.91995,                 1.2948,                0.80297,                0.81506,                0.85557,                0.67983,                0.77546,                0.67997,                 1.4678,               0.008758,               0.008758,               0.008758
                    141,                0.73447,                0.91398,                  1.285,                0.80653,                0.81306,                0.85522,                0.68026,                0.77493,                0.68047,                 1.4674,               0.008749,               0.008749,               0.008749
                    142,                0.73884,                0.91265,                 1.2898,                0.80843,                0.81183,                0.85541,                0.68015,                0.77492,                0.67977,                 1.4671,                0.00874,                0.00874,                0.00874
                    143,                0.73177,                0.90158,                 1.2784,                 0.7871,                0.83515,                0.85536,                0.68126,                0.77455,                0.67951,                 1.4669,               0.008731,               0.008731,               0.008731
