                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                0.73797,                0.90773,                 1.4716,                0.78572,                0.82241,                0.85427,                0.68086,                0.76678,                0.68736,                 1.5865,               0.008605,               0.008605,               0.008605
                    158,                0.73902,                0.90354,                  1.472,                0.78551,                0.82242,                0.85427,                 0.6804,                0.76644,                 0.6873,                  1.587,               0.008596,               0.008596,               0.008596
                    159,                 0.7313,                0.89901,                 1.4679,                0.78718,                0.82036,                0.85452,                0.68079,                0.76635,                0.68714,                  1.588,               0.008587,               0.008587,               0.008587
                    160,                0.72984,                0.89422,                 1.4659,                0.78689,                0.82081,                0.85429,                0.68044,                0.76644,                 0.6875,                 1.5889,               0.008578,               0.008578,               0.008578
                    161,                0.73489,                0.90216,                 1.4664,                0.78814,                 0.8195,                0.85425,                0.68077,                0.76641,                0.68826,                 1.5891,               0.008569,               0.008569,               0.008569
                    162,                0.72215,                0.87242,                 1.4534,                0.78869,                0.82004,                0.85441,                0.68111,                0.76629,                0.68851,                 1.5888,                0.00856,                0.00856,                0.00856
                    163,                0.73559,                0.89987,                 1.4711,                0.78804,                0.82071,                0.85443,                0.68116,                0.76639,                0.68849,                 1.5892,               0.008551,               0.008551,               0.008551
                    164,                0.73669,                0.92394,                 1.4691,                0.78908,                0.81914,                0.85434,                0.68069,                0.76609,                0.68873,                 1.5891,               0.008542,               0.008542,               0.008542
                    165,                0.73284,                0.90818,                 1.4604,                0.78533,                0.81998,                0.85438,                0.68118,                0.76618,                0.68856,                 1.5886,               0.008533,               0.008533,               0.008533
                    166,                0.73806,                0.91021,                 1.4672,                0.79041,                0.81847,                0.85433,                0.68081,                0.76612,                0.68853,                  1.588,               0.008524,               0.008524,               0.008524
                    167,                 0.7285,                 0.9193,                 1.4635,                0.78838,                 0.8194,                 0.8545,                0.68105,                0.76607,                0.68871,                 1.5881,               0.008515,               0.008515,               0.008515
                    168,                0.71454,                0.85751,                 1.4461,                0.78681,                0.82104,                 0.8545,                0.68129,                0.76616,                0.68865,                 1.5882,               0.008506,               0.008506,               0.008506
                    169,                0.72976,                0.88915,                 1.4694,                0.78391,                0.82156,                0.85423,                 0.6808,                0.76649,                0.68878,                 1.5894,               0.008497,               0.008497,               0.008497
                    170,                0.73196,                  0.917,                 1.4677,                0.78307,                0.82206,                0.85433,                0.68069,                0.76638,                0.68909,                 1.5896,               0.008488,               0.008488,               0.008488
                    171,                0.72973,                0.90512,                 1.4631,                0.78202,                 0.8246,                0.85447,                0.68045,                0.76652,                0.68886,                 1.5899,               0.008479,               0.008479,               0.008479
                    172,                0.73616,                0.90425,                 1.4704,                0.77964,                0.82663,                0.85455,                0.68056,                0.76642,                0.68897,                 1.5897,                0.00847,                0.00847,                0.00847
                    173,                0.72397,                0.90813,                 1.4614,                0.77949,                0.82708,                0.85431,                0.68073,                0.76647,                0.68905,                   1.59,               0.008461,               0.008461,               0.008461
                    174,                0.73255,                0.89519,                 1.4737,                0.78094,                0.82756,                0.85433,                0.68084,                0.76657,                0.68879,                 1.5901,               0.008452,               0.008452,               0.008452
                    175,                 0.7321,                0.91166,                 1.4716,                0.77797,                0.82898,                0.85454,                0.68068,                0.76646,                0.68867,                 1.5902,               0.008443,               0.008443,               0.008443
                    176,                0.72804,                0.91549,                 1.4658,                0.77841,                 0.8288,                0.85457,                0.68053,                0.76638,                0.68859,                 1.5902,               0.008434,               0.008434,               0.008434
                    177,                0.73107,                0.90591,                 1.4692,                0.77823,                0.82968,                0.85455,                0.68062,                0.76644,                0.68849,                 1.5907,               0.008425,               0.008425,               0.008425
                    178,                0.73194,                0.89849,                 1.4682,                0.77805,                0.83027,                0.85474,                 0.6806,                0.76661,                0.68827,                 1.5914,               0.008416,               0.008416,               0.008416
                    179,                0.73135,                0.90619,                 1.4627,                0.77832,                0.82947,                  0.855,                0.68105,                0.76661,                0.68837,                 1.5913,               0.008407,               0.008407,               0.008407
                    180,                0.73457,                0.89519,                 1.4658,                 0.7773,                0.82863,                0.85486,                0.68134,                0.76659,                0.68797,                 1.5911,               0.008398,               0.008398,               0.008398
                    181,                0.73391,                0.89143,                 1.4713,                0.77697,                0.82897,                0.85503,                0.68138,                0.76673,                0.68791,                  1.591,               0.008389,               0.008389,               0.008389
                    182,                0.72317,                0.88889,                 1.4622,                0.77719,                0.82889,                0.85498,                0.68181,                 0.7667,                0.68809,                 1.5915,                0.00838,                0.00838,                0.00838
                    183,                0.72962,                0.89085,                 1.4627,                0.77718,                0.82896,                0.85511,                0.68172,                0.76698,                0.68803,                 1.5921,               0.008371,               0.008371,               0.008371
                    184,                0.72895,                0.90489,                 1.4631,                 0.7764,                0.83027,                0.85531,                0.68182,                0.76688,                0.68781,                 1.5923,               0.008362,               0.008362,               0.008362
                    185,                0.73156,                0.89807,                 1.4659,                0.77588,                0.83044,                0.85509,                 0.6816,                0.76698,                 0.6881,                 1.5926,               0.008353,               0.008353,               0.008353
                    186,                0.72451,                0.88963,                 1.4586,                 0.7768,                0.83151,                0.85505,                 0.6817,                0.76718,                0.68802,                 1.5932,               0.008344,               0.008344,               0.008344
                    187,                0.73426,                0.88848,                 1.4719,                0.77626,                0.83319,                0.85517,                0.68154,                0.76721,                0.68791,                 1.5938,               0.008335,               0.008335,               0.008335
                    188,                0.73194,                0.89471,                 1.4709,                0.77384,                0.83481,                0.85506,                0.68162,                0.76724,                0.68789,                  1.594,               0.008326,               0.008326,               0.008326
                    189,                0.72727,                0.88514,                 1.4606,                0.77599,                 0.8328,                 0.8554,                0.68165,                0.76747,                0.68794,                 1.5944,               0.008317,               0.008317,               0.008317
                    190,                0.72594,                0.88761,                 1.4697,                0.77568,                0.83214,                0.85522,                0.68145,                0.76744,                 0.6881,                 1.5946,               0.008308,               0.008308,               0.008308
                    191,                0.73166,                0.88841,                  1.474,                0.77599,                0.83272,                0.85538,                0.68131,                0.76756,                0.68793,                 1.5951,               0.008299,               0.008299,               0.008299
                    192,                0.73068,                0.88456,                 1.4714,                0.77592,                0.83093,                 0.8556,                0.68125,                0.76773,                0.68746,                 1.5956,                0.00829,                0.00829,                0.00829
                    193,                 0.7303,                0.89118,                 1.4648,                0.77527,                0.83302,                0.85558,                0.68182,                0.76792,                0.68743,                  1.596,               0.008281,               0.008281,               0.008281
                    194,                0.72099,                0.87554,                 1.4642,                0.77522,                 0.8341,                 0.8557,                0.68186,                0.76796,                0.68717,                 1.5964,               0.008272,               0.008272,               0.008272
                    195,                0.72815,                0.89142,                 1.4629,                0.77654,                0.83172,                 0.8556,                0.68181,                0.76785,                0.68665,                 1.5964,               0.008263,               0.008263,               0.008263
                    196,                0.72898,                0.88477,                 1.4651,                0.77751,                0.82871,                0.85538,                0.68146,                0.76801,                0.68657,                 1.5967,               0.008254,               0.008254,               0.008254
                    197,                0.72363,                0.87567,                 1.4604,                0.77723,                0.82893,                 0.8551,                0.68169,                0.76821,                0.68678,                 1.5972,               0.008245,               0.008245,               0.008245
                    198,                0.72495,                0.88096,                 1.4564,                0.77609,                 0.8297,                 0.8555,                0.68182,                0.76831,                0.68674,                 1.5973,               0.008236,               0.008236,               0.008236
                    199,                0.72017,                0.86945,                 1.4557,                0.77577,                0.82906,                 0.8556,                0.68182,                 0.7682,                0.68685,                 1.5972,               0.008227,               0.008227,               0.008227
                    200,                0.72531,                0.87221,                 1.4624,                0.77771,                0.82819,                0.85536,                0.68196,                0.76823,                  0.687,                 1.5974,               0.008218,               0.008218,               0.008218
                    201,                0.72287,                0.87013,                 1.4627,                0.77866,                  0.829,                0.85542,                0.68187,                0.76835,                 0.6871,                 1.5978,               0.008209,               0.008209,               0.008209
                    202,                0.71267,                0.85341,                 1.4524,                0.77851,                0.82819,                0.85518,                0.68198,                0.76838,                0.68732,                 1.5982,                 0.0082,                 0.0082,                 0.0082
                    203,                0.71926,                0.86568,                  1.455,                0.77877,                 0.8277,                0.85512,                0.68179,                0.76858,                0.68731,                 1.5985,               0.008191,               0.008191,               0.008191
                    204,                0.72429,                0.88419,                 1.4647,                0.79116,                0.81423,                0.85492,                0.68103,                0.76878,                0.68728,                 1.5987,               0.008182,               0.008182,               0.008182
                    205,                0.71801,                 0.8577,                 1.4526,                0.79043,                0.81514,                0.85526,                  0.682,                0.76891,                0.68732,                 1.5989,               0.008173,               0.008173,               0.008173
                    206,                0.71856,                0.86987,                 1.4541,                0.78592,                0.82176,                0.85556,                0.68195,                0.76905,                0.68721,                  1.599,               0.008164,               0.008164,               0.008164
                    207,                0.72199,                0.86977,                 1.4621,                0.78855,                0.81697,                0.85532,                0.68187,                0.76914,                0.68722,                 1.5992,               0.008155,               0.008155,               0.008155
                    208,                0.71152,                0.85851,                 1.4481,                0.78732,                0.81808,                0.85502,                0.68137,                0.76924,                0.68763,                 1.5993,               0.008146,               0.008146,               0.008146
                    209,                0.72228,                0.85886,                 1.4549,                0.78834,                0.81717,                0.85516,                0.68163,                0.76945,                0.68769,                 1.5993,               0.008137,               0.008137,               0.008137
                    210,                 0.7221,                0.87201,                 1.4538,                0.78886,                0.81717,                0.85515,                0.68179,                0.76962,                0.68751,                 1.5992,               0.008128,               0.008128,               0.008128
                    211,                 0.7209,                0.86435,                 1.4543,                 0.7881,                 0.8178,                0.85499,                0.68169,                0.76967,                0.68743,                 1.5992,               0.008119,               0.008119,               0.008119
                    212,                0.71517,                0.85789,                 1.4492,                0.78469,                0.82078,                0.85523,                0.68173,                0.76957,                0.68751,                 1.5992,                0.00811,                0.00811,                0.00811
                    213,                0.71844,                0.86412,                 1.4562,                0.78506,                0.81832,                0.85504,                0.68159,                 0.7697,                0.68745,                 1.5995,               0.008101,               0.008101,               0.008101
                    214,                0.70897,                 0.8666,                 1.4491,                0.78169,                0.82197,                0.85503,                 0.6813,                 0.7697,                0.68772,                    1.6,               0.008092,               0.008092,               0.008092
                    215,                0.72111,                0.86211,                 1.4561,                0.78156,                0.82189,                0.85511,                0.68119,                0.76995,                0.68778,                 1.6002,               0.008083,               0.008083,               0.008083
                    216,                0.70681,                 0.8475,                 1.4447,                0.78325,                0.82007,                0.85489,                0.68113,                0.76998,                0.68778,                 1.6001,               0.008074,               0.008074,               0.008074
                    217,                0.71464,                0.84901,                 1.4557,                0.78303,                0.82022,                0.85503,                0.68157,                0.76986,                0.68787,                 1.6001,               0.008065,               0.008065,               0.008065
                    218,                0.71998,                 0.8533,                 1.4583,                0.78317,                0.82016,                0.85505,                0.68163,                0.76996,                0.68781,                 1.6003,               0.008056,               0.008056,               0.008056
                    219,                0.70744,                0.85173,                 1.4444,                0.78355,                 0.8207,                0.85514,                0.68224,                0.76991,                0.68753,                 1.6003,               0.008047,               0.008047,               0.008047
                    220,                0.71506,                 0.8468,                 1.4444,                0.78332,                0.81947,                0.85491,                0.68166,                0.76987,                0.68788,                 1.6002,               0.008038,               0.008038,               0.008038
                    221,                0.70997,                0.84774,                 1.4434,                0.78399,                0.81912,                0.85515,                0.68191,                0.76993,                0.68809,                 1.6003,               0.008029,               0.008029,               0.008029
                    222,                0.71683,                0.84658,                 1.4522,                0.78386,                0.81905,                0.85498,                0.68144,                0.77003,                0.68834,                 1.6007,                0.00802,                0.00802,                0.00802
                    223,                0.69373,                0.80314,                  1.429,                0.78262,                0.82001,                0.85488,                0.68142,                0.77001,                0.68824,                 1.6008,               0.008011,               0.008011,               0.008011
                    224,                0.70923,                0.83935,                 1.4475,                0.78305,                0.81846,                0.85474,                0.68123,                0.76985,                 0.6886,                 1.6009,               0.008002,               0.008002,               0.008002
                    225,                0.71188,                 0.8689,                 1.4478,                0.78266,                0.81855,                0.85471,                0.68117,                0.76986,                0.68858,                 1.6009,               0.007993,               0.007993,               0.007993
                    226,                0.70995,                0.85187,                 1.4473,                0.78739,                0.81219,                0.85488,                0.68149,                0.77003,                0.68852,                 1.6011,               0.007984,               0.007984,               0.007984
                    227,                0.71852,                0.85816,                 1.4512,                0.78084,                0.82083,                0.85492,                0.68152,                   0.77,                0.68862,                 1.6012,               0.007975,               0.007975,               0.007975
                    228,                0.70903,                0.87036,                 1.4424,                0.78334,                0.81871,                 0.8546,                0.68124,                0.76993,                 0.6887,                 1.6011,               0.007966,               0.007966,               0.007966
                    229,                0.71806,                0.85648,                 1.4546,                0.78338,                0.81956,                 0.8547,                 0.6814,                0.76988,                0.68888,                 1.6009,               0.007957,               0.007957,               0.007957
                    230,                0.71703,                0.86375,                 1.4549,                0.78326,                0.81849,                  0.855,                0.68177,                0.76996,                0.68902,                  1.601,               0.007948,               0.007948,               0.007948
                    231,                0.71312,                0.87556,                 1.4481,                0.78464,                0.81896,                0.85487,                0.68177,                0.76986,                0.68891,                 1.6009,               0.007939,               0.007939,               0.007939
                    232,                0.71446,                  0.863,                 1.4446,                0.78364,                0.82063,                0.85497,                0.68182,                0.76982,                0.68865,                 1.6004,                0.00793,                0.00793,                0.00793
                    233,                0.71833,                0.86448,                   1.45,                0.78427,                0.82072,                0.85528,                0.68227,                0.76982,                0.68868,                 1.6001,               0.007921,               0.007921,               0.007921
                    234,                0.71785,                0.87064,                 1.4517,                0.78298,                0.82061,                0.85528,                0.68213,                0.76979,                0.68876,                    1.6,               0.007912,               0.007912,               0.007912
                    235,                0.71868,                0.85656,                  1.457,                0.78151,                0.82317,                0.85541,                 0.6823,                0.76982,                0.68892,                 1.6004,               0.007903,               0.007903,               0.007903
                    236,                0.72095,                0.85301,                 1.4595,                 0.7753,                0.83084,                0.85551,                0.68254,                0.76977,                  0.689,                 1.6004,               0.007894,               0.007894,               0.007894
                    237,                0.71205,                0.85802,                 1.4504,                0.77503,                0.82971,                0.85543,                0.68242,                0.76976,                0.68934,                 1.6003,               0.007885,               0.007885,               0.007885
                    238,                0.71635,                0.85645,                 1.4549,                0.77542,                0.83031,                0.85539,                0.68217,                0.76984,                0.68952,                 1.6007,               0.007876,               0.007876,               0.007876
                    239,                0.71634,                0.87014,                 1.4521,                0.77489,                0.83028,                0.85519,                0.68211,                0.76983,                0.68973,                 1.6009,               0.007867,               0.007867,               0.007867
                    240,                0.71881,                0.86225,                 1.4514,                0.77443,                0.83094,                0.85532,                0.68222,                0.76991,                0.68975,                 1.6009,               0.007858,               0.007858,               0.007858
                    241,                0.71038,                0.86005,                 1.4414,                  0.775,                 0.8307,                 0.8549,                0.68144,                0.76999,                0.68974,                  1.601,               0.007849,               0.007849,               0.007849
                    242,                0.72013,                0.85589,                 1.4565,                0.77523,                0.83191,                0.85506,                0.68218,                0.77007,                0.68972,                 1.6012,                0.00784,                0.00784,                0.00784
                    243,                0.72085,                0.86402,                 1.4562,                0.77462,                0.83119,                0.85505,                0.68224,                0.77003,                0.69011,                 1.6013,               0.007831,               0.007831,               0.007831
                    244,                0.71602,                 0.8547,                  1.451,                0.77485,                0.83143,                0.85523,                0.68221,                0.77012,                0.69005,                 1.6016,               0.007822,               0.007822,               0.007822
                    245,                0.71476,                0.85568,                 1.4534,                0.77573,                0.83069,                0.85507,                0.68204,                0.77012,                0.69007,                 1.6015,               0.007813,               0.007813,               0.007813
                    246,                0.71907,                0.85289,                 1.4562,                0.77514,                0.83052,                0.85512,                  0.682,                0.77023,                0.68998,                 1.6017,               0.007804,               0.007804,               0.007804
                    247,                0.71692,                0.85358,                 1.4489,                0.77543,                0.83162,                0.85497,                0.68183,                0.77016,                0.68992,                 1.6014,               0.007795,               0.007795,               0.007795
                    248,                0.71501,                0.85556,                 1.4441,                0.77353,                0.83198,                0.85501,                0.68205,                0.77031,                0.68984,                 1.6015,               0.007786,               0.007786,               0.007786
                    249,                 0.7076,                0.84729,                 1.4506,                0.77626,                0.83038,                0.85497,                0.68181,                0.77026,                0.69004,                 1.6014,               0.007777,               0.007777,               0.007777
                    250,                0.71156,                0.86192,                  1.446,                0.77688,                0.82954,                0.85491,                0.68169,                0.77017,                0.69017,                 1.6011,               0.007768,               0.007768,               0.007768
                    251,                0.71538,                 0.8578,                  1.452,                0.77094,                0.83485,                 0.8549,                0.68176,                0.77008,                0.69051,                 1.6011,               0.007759,               0.007759,               0.007759
                    252,                0.71115,                0.84661,                 1.4454,                0.77368,                0.82963,                0.85506,                0.68226,                0.77031,                 0.6906,                 1.6014,                0.00775,                0.00775,                0.00775
                    253,                0.71469,                0.84719,                 1.4492,                0.77558,                0.82919,                0.85503,                0.68225,                0.77031,                0.69065,                 1.6014,               0.007741,               0.007741,               0.007741
                    254,                0.70773,                 0.8438,                 1.4428,                 0.7743,                0.82958,                0.85512,                0.68282,                0.77047,                0.69069,                 1.6017,               0.007732,               0.007732,               0.007732
                    255,                0.71151,                0.84521,                 1.4462,                0.77399,                0.82947,                0.85552,                0.68282,                0.77047,                0.69077,                 1.6018,               0.007723,               0.007723,               0.007723
                    256,                0.71106,                0.83714,                 1.4466,                 0.7746,                0.82875,                 0.8553,                0.68284,                0.77047,                0.69092,                 1.6018,               0.007714,               0.007714,               0.007714
                    257,                0.70047,                0.83286,                 1.4369,                0.77673,                0.82782,                0.85533,                0.68281,                 0.7706,                0.69095,                  1.602,               0.007705,               0.007705,               0.007705
                    258,                0.70856,                0.83882,                 1.4439,                0.77872,                0.82534,                0.85535,                0.68227,                0.77061,                0.69099,                  1.602,               0.007696,               0.007696,               0.007696
                    259,                0.71263,                0.85638,                 1.4457,                0.78049,                0.82242,                 0.8552,                0.68223,                0.77068,                0.69132,                 1.6016,               0.007687,               0.007687,               0.007687
                    260,                0.70799,                0.82851,                 1.4388,                0.78304,                0.81825,                0.85546,                 0.6827,                0.77072,                0.69147,                 1.6014,               0.007678,               0.007678,               0.007678
                    261,                0.70627,                0.83555,                 1.4442,                0.78271,                0.81775,                 0.8557,                0.68307,                0.77086,                 0.6914,                 1.6014,               0.007669,               0.007669,               0.007669
                    262,                0.71029,                0.83815,                 1.4499,                 0.7826,                 0.8182,                0.85563,                0.68279,                0.77102,                0.69169,                 1.6014,                0.00766,                0.00766,                0.00766
                    263,                0.70169,                0.83843,                  1.434,                0.78024,                0.82053,                0.85558,                0.68274,                0.77129,                0.69192,                 1.6015,               0.007651,               0.007651,               0.007651
                    264,                0.71318,                0.83072,                 1.4512,                0.78281,                0.81667,                0.85561,                0.68257,                0.77156,                0.69227,                 1.6018,               0.007642,               0.007642,               0.007642
                    265,                0.71059,                 0.8407,                  1.446,                0.79267,                0.80664,                0.85562,                0.68247,                0.77171,                 0.6926,                 1.6018,               0.007633,               0.007633,               0.007633
                    266,                0.70811,                0.83921,                 1.4441,                 0.7848,                0.81394,                0.85548,                0.68251,                0.77167,                0.69293,                 1.6019,               0.007624,               0.007624,               0.007624
                    267,                0.70489,                0.83294,                  1.445,                0.79008,                0.81061,                0.85541,                0.68246,                0.77181,                0.69298,                 1.6023,               0.007615,               0.007615,               0.007615
                    268,                0.70627,                0.83724,                 1.4433,                0.78928,                0.81094,                0.85558,                0.68233,                0.77189,                 0.6929,                 1.6026,               0.007606,               0.007606,               0.007606
                    269,                 0.6992,                0.84048,                 1.4319,                0.78943,                0.81105,                0.85547,                0.68215,                0.77191,                0.69298,                 1.6026,               0.007597,               0.007597,               0.007597
                    270,                0.71086,                0.83897,                 1.4487,                0.78918,                0.81134,                0.85562,                0.68239,                0.77202,                0.69293,                 1.6028,               0.007588,               0.007588,               0.007588
                    271,                0.69661,                0.82684,                 1.4341,                0.78837,                0.81286,                0.85579,                0.68204,                0.77208,                0.69318,                 1.6029,               0.007579,               0.007579,               0.007579
                    272,                0.70346,                 0.8223,                 1.4465,                0.78871,                 0.8129,                0.85559,                0.68191,                 0.7721,                0.69303,                 1.6036,                0.00757,                0.00757,                0.00757
                    273,                0.70806,                 0.8287,                 1.4488,                0.78737,                0.81362,                0.85553,                 0.6823,                0.77216,                0.69314,                 1.6039,               0.007561,               0.007561,               0.007561
                    274,                0.70041,                0.83194,                 1.4374,                 0.7863,                0.81507,                0.85584,                0.68232,                0.77202,                0.69309,                  1.604,               0.007552,               0.007552,               0.007552
                    275,                0.70384,                0.82259,                 1.4368,                0.78582,                0.81468,                0.85562,                0.68232,                0.77202,                0.69335,                 1.6042,               0.007543,               0.007543,               0.007543
                    276,                0.70268,                0.82134,                 1.4421,                0.78645,                 0.8146,                0.85605,                0.68252,                0.77212,                 0.6937,                 1.6046,               0.007534,               0.007534,               0.007534
                    277,                0.70578,                0.81678,                 1.4423,                0.79175,                0.80676,                0.85596,                0.68216,                0.77213,                0.69364,                 1.6045,               0.007525,               0.007525,               0.007525
                    278,                0.70748,                 0.8235,                 1.4423,                0.79213,                0.80657,                0.85585,                0.68209,                0.77206,                0.69392,                 1.6045,               0.007516,               0.007516,               0.007516
                    279,                 0.7024,                0.82179,                 1.4427,                 0.7917,                0.80659,                0.85589,                0.68241,                0.77195,                0.69423,                 1.6047,               0.007507,               0.007507,               0.007507
                    280,                0.70201,                 0.8152,                 1.4434,                0.79184,                 0.8049,                0.85584,                0.68194,                0.77181,                 0.6942,                 1.6047,               0.007498,               0.007498,               0.007498
                    281,                0.69956,                0.82047,                  1.432,                0.79227,                0.80221,                0.85575,                0.68184,                 0.7718,                0.69412,                 1.6047,               0.007489,               0.007489,               0.007489
                    282,                0.69921,                0.81529,                 1.4374,                0.79284,                0.80178,                0.85588,                0.68191,                0.77175,                0.69452,                 1.6047,                0.00748,                0.00748,                0.00748
                    283,                0.69655,                0.80234,                 1.4336,                0.79344,                0.80198,                0.85566,                0.68158,                0.77187,                0.69459,                 1.6049,               0.007471,               0.007471,               0.007471
                    284,                0.69995,                 0.8133,                 1.4366,                0.79283,                0.80213,                0.85558,                0.68185,                0.77192,                0.69454,                 1.6052,               0.007462,               0.007462,               0.007462
                    285,                 0.7032,                0.81026,                 1.4431,                0.79313,                0.80217,                0.85567,                0.68169,                0.77189,                0.69437,                 1.6053,               0.007453,               0.007453,               0.007453
                    286,                0.67657,                0.76345,                 1.4151,                0.79208,                0.80236,                0.85572,                0.68179,                0.77195,                0.69445,                 1.6056,               0.007444,               0.007444,               0.007444
                    287,                0.69292,                 0.7979,                 1.4333,                0.79234,                0.80289,                 0.8556,                0.68177,                0.77185,                0.69462,                 1.6059,               0.007435,               0.007435,               0.007435
                    288,                0.69611,                0.82842,                 1.4336,                0.79128,                0.80296,                0.85585,                0.68205,                0.77196,                0.69449,                 1.6062,               0.007426,               0.007426,               0.007426
                    289,                0.69473,                0.81312,                 1.4307,                0.79143,                0.80239,                0.85585,                0.68181,                0.77206,                0.69461,                 1.6067,               0.007417,               0.007417,               0.007417
                    290,                0.70052,                0.82014,                 1.4324,                0.79227,                0.80222,                0.85596,                0.68179,                0.77208,                0.69466,                 1.6064,               0.007408,               0.007408,               0.007408
                    291,                0.69179,                 0.8271,                 1.4282,                0.79238,                0.80223,                0.85589,                0.68165,                0.77207,                0.69499,                 1.6064,               0.007399,               0.007399,               0.007399
                    292,                0.70096,                0.81637,                 1.4417,                0.78463,                0.81337,                0.85596,                0.68222,                0.77213,                0.69497,                 1.6067,                0.00739,                0.00739,                0.00739
                    293,                0.70029,                0.82203,                 1.4414,                0.78456,                0.81421,                0.85606,                0.68233,                0.77221,                0.69476,                  1.607,               0.007381,               0.007381,               0.007381
                    294,                0.69673,                0.83656,                 1.4333,                0.78994,                0.80551,                0.85611,                0.68227,                0.77231,                0.69479,                 1.6072,               0.007372,               0.007372,               0.007372
                    295,                 0.6987,                 0.8224,                 1.4331,                0.78894,                0.80513,                0.85623,                0.68253,                0.77237,                 0.6948,                 1.6072,               0.007363,               0.007363,               0.007363
                    296,                0.70185,                0.82771,                 1.4376,                0.78948,                 0.8065,                0.85638,                0.68266,                0.77243,                0.69513,                 1.6074,               0.007354,               0.007354,               0.007354
                    297,                0.69998,                0.82833,                 1.4319,                0.78053,                0.81845,                0.85632,                0.68252,                0.77251,                0.69541,                 1.6075,               0.007345,               0.007345,               0.007345
                    298,                0.69954,                0.82363,                 1.4345,                0.78154,                0.81673,                0.85644,                0.68253,                0.77241,                 0.6956,                 1.6076,               0.007336,               0.007336,               0.007336
                    299,                0.70459,                 0.8174,                 1.4492,                 0.7807,                0.81745,                0.85667,                0.68246,                0.77248,                0.69548,                  1.608,               0.007327,               0.007327,               0.007327
                    300,                 0.6964,                0.81377,                 1.4368,                0.77833,                0.81909,                0.85648,                0.68229,                0.77243,                0.69579,                 1.6078,               0.007318,               0.007318,               0.007318
                    301,                0.70238,                0.82436,                 1.4355,                0.77962,                 0.8177,                0.85648,                0.68204,                0.77247,                0.69598,                 1.6079,               0.007309,               0.007309,               0.007309
                    302,                0.70065,                0.83245,                 1.4375,                0.77837,                0.81742,                0.85655,                0.68222,                0.77242,                0.69607,                  1.608,                 0.0073,                 0.0073,                 0.0073
                    303,                 0.7019,                0.82302,                 1.4385,                 0.7803,                0.81834,                0.85664,                0.68245,                0.77242,                0.69629,                 1.6081,               0.007291,               0.007291,               0.007291
                    304,                0.69569,                  0.823,                 1.4285,                0.78967,                0.80465,                0.85634,                0.68206,                0.77251,                0.69653,                 1.6084,               0.007282,               0.007282,               0.007282
                    305,                0.70342,                0.82614,                 1.4409,                 0.7906,                0.80334,                0.85654,                0.68231,                0.77258,                0.69672,                 1.6088,               0.007273,               0.007273,               0.007273
                    306,                0.70452,                0.82497,                  1.437,                0.79415,                0.80055,                0.85629,                0.68183,                0.77265,                0.69695,                 1.6087,               0.007264,               0.007264,               0.007264
                    307,                0.70336,                  0.817,                 1.4338,                0.78932,                0.80649,                0.85628,                0.68209,                0.77273,                0.69708,                 1.6088,               0.007255,               0.007255,               0.007255
                    308,                0.69655,                0.82304,                 1.4379,                0.79569,                0.80089,                0.85627,                0.68191,                0.77283,                0.69711,                 1.6091,               0.007246,               0.007246,               0.007246
                    309,                0.70606,                0.82315,                 1.4441,                0.79336,                0.80362,                0.85635,                0.68225,                 0.7729,                 0.6975,                 1.6095,               0.007237,               0.007237,               0.007237
                    310,                0.70278,                0.81732,                 1.4368,                 0.7953,                0.80243,                0.85616,                0.68155,                0.77294,                0.69736,                 1.6096,               0.007228,               0.007228,               0.007228
                    311,                0.70172,                0.82286,                 1.4315,                0.79524,                0.80235,                0.85627,                0.68221,                0.77303,                0.69758,                 1.6095,               0.007219,               0.007219,               0.007219
                    312,                0.69299,                0.81292,                 1.4309,                0.79588,                0.80086,                0.85618,                0.68183,                0.77315,                0.69746,                 1.6097,                0.00721,                0.00721,                0.00721
                    313,                0.69755,                0.82341,                 1.4345,                0.79599,                0.80151,                0.85632,                0.68174,                0.77324,                0.69773,                   1.61,               0.007201,               0.007201,               0.007201
                    314,                0.70111,                 0.8192,                 1.4392,                0.79623,                0.80128,                 0.8562,                0.68153,                0.77342,                0.69761,                 1.6105,               0.007192,               0.007192,               0.007192
                    315,                0.69616,                 0.8041,                  1.435,                0.79561,                0.80199,                0.85599,                0.68124,                0.77356,                0.69777,                 1.6106,               0.007183,               0.007183,               0.007183
                    316,                0.70066,                0.81695,                 1.4373,                0.79532,                0.80136,                0.85591,                0.68104,                0.77346,                0.69807,                 1.6106,               0.007174,               0.007174,               0.007174
                    317,                0.69304,                0.80871,                 1.4304,                0.79542,                0.79939,                0.85585,                0.68125,                0.77343,                0.69818,                 1.6107,               0.007165,               0.007165,               0.007165
                    318,                0.69989,                0.80648,                 1.4378,                0.79665,                0.79932,                0.85576,                0.68096,                0.77346,                0.69815,                  1.611,               0.007156,               0.007156,               0.007156
                    319,                0.69777,                0.80398,                 1.4341,                0.79234,                0.80489,                0.85546,                0.68037,                 0.7734,                0.69828,                 1.6109,               0.007147,               0.007147,               0.007147
                    320,                0.68933,                0.79531,                  1.424,                 0.7928,                0.80449,                0.85579,                0.68113,                0.77353,                0.69849,                 1.6111,               0.007138,               0.007138,               0.007138
